id,userid,text,timestamp
731,81,Atoms are used within a program to denote distinguished values ,2010-07-06 08:05:50
732,81,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-09-16 17:40:20
733,81,She spent her earliest years reading classic literature  and writing poetry ,2010-04-06 23:49:48
734,81,Any element of a tuple can be accessed in constant time ,2010-04-30 16:16:48
735,81,Do you come here often ,2011-12-22 07:29:09
736,81,Tuples are containers for a fixed number of Erlang data types ,2012-08-30 07:14:23
737,81,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2012-09-15 06:43:24
738,82,In 1989 the building was heavily damaged by fire  but it has since been restored ,2011-11-27 15:59:07
739,82,Erlang is a general purpose  concurrent  functional programming language ,2010-06-30 00:22:08
740,82,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2011-05-04 00:04:31
741,82,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-12-13 00:54:20
742,82,Do you have any idea why this is not working ,2010-09-22 14:42:18
743,82,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2011-12-29 07:00:47
744,82,Erlang is known for its designs that are well suited for systems ,2010-12-27 00:21:56
745,82,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2011-04-27 13:05:24
746,82,Make me a sandwich ,2012-10-25 12:02:13
747,83,Any element of a tuple can be accessed in constant time ,2012-09-28 15:35:25
748,83,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2012-10-04 00:02:34
749,83,I don t even care ,2010-06-22 05:15:05
750,83,Ports are used to communicate with the external world ,2012-05-29 05:57:49
751,83,It is also a garbage collected runtime system ,2012-08-21 14:35:04
752,83,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2012-12-08 16:28:48
753,83,Atoms are used within a program to denote distinguished values ,2010-10-16 01:16:53
754,83,Ports are used to communicate with the external world ,2011-01-24 04:14:27
755,83,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2010-08-20 04:15:54
756,84,Do you come here often ,2012-09-24 16:52:43
757,84,She spent her earliest years reading classic literature  and writing poetry ,2010-11-24 11:54:29
758,84,The arguments can be primitive data types or compound data types ,2012-10-06 06:05:32
759,84,I don t even care ,2012-11-30 19:35:12
760,84,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2011-03-13 03:39:20
761,84,He looked inquisitively at his keyboard and wrote another sentence ,2010-01-01 10:46:07
762,84,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-02-15 01:05:42
763,84,Erlang is known for its designs that are well suited for systems ,2011-02-15 17:14:13
764,84,Make me a sandwich ,2012-06-11 00:14:14
765,85,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-02-23 09:09:24
766,85,The arguments can be primitive data types or compound data types ,2010-05-26 22:18:28
767,85,Ports are created with the built in function open port ,2011-11-16 02:09:53
768,85,I don t even care ,2012-10-12 16:18:23
769,85,Do you come here often ,2010-08-05 01:24:54
770,85,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2011-10-30 17:10:04
771,85,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2012-01-31 09:51:37
772,85,I don t even care ,2011-04-28 10:59:21
773,85,Where are my pants ,2012-06-15 13:29:22
774,86,Atoms are used within a program to denote distinguished values ,2010-11-25 03:08:54
775,86,Ports are used to communicate with the external world ,2010-10-17 18:08:48
776,86,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2011-08-09 00:22:51
777,86,She spent her earliest years reading classic literature  and writing poetry ,2010-06-25 19:27:55
778,86,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2012-11-21 17:01:07
779,86,He looked inquisitively at his keyboard and wrote another sentence ,2010-03-10 13:08:58
780,86,Haskell features a type system with type inference and lazy evaluation ,2010-04-07 01:15:56
781,86,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-08-09 20:24:43
782,86,Erlang is known for its designs that are well suited for systems ,2011-11-19 22:33:03
783,87,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2011-04-07 14:32:27
784,87,Tuples are containers for a fixed number of Erlang data types ,2011-09-27 21:05:39
785,87,Ports are created with the built in function open port ,2010-06-02 06:45:09
786,87,Any element of a tuple can be accessed in constant time ,2011-07-05 16:47:44
787,87,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-09-07 13:47:29
788,87,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-05-31 23:02:48
789,87,She spent her earliest years reading classic literature  and writing poetry ,2010-10-30 14:23:45
790,87,Erlang is a general purpose  concurrent  functional programming language ,2012-02-04 00:24:04
791,87,The arguments can be primitive data types or compound data types ,2010-02-04 13:33:38
792,88,Its main implementation is the Glasgow Haskell Compiler ,2012-08-17 17:28:03
793,88,She spent her earliest years reading classic literature  and writing poetry ,2012-12-30 23:04:04
794,88,I don t even care ,2012-06-28 02:26:53
795,88,Any element of a tuple can be accessed in constant time ,2011-01-07 07:40:58
796,88,Ports are created with the built in function open port ,2010-12-04 12:16:54
797,88,Make me a sandwich ,2012-07-06 04:01:35
798,88,Erlang is a general purpose  concurrent  functional programming language ,2012-08-24 07:45:37
799,88,It is also a garbage collected runtime system ,2010-05-25 21:00:46
800,88,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2011-03-06 02:44:46
801,89,In 1989 the building was heavily damaged by fire  but it has since been restored ,2011-06-09 13:57:15
802,89,In 1989 the building was heavily damaged by fire  but it has since been restored ,2012-05-24 15:49:22
803,89,Tuples are containers for a fixed number of Erlang data types ,2012-06-26 15:23:07
804,89,Erlang is a general purpose  concurrent  functional programming language ,2010-02-06 02:40:36
805,89,The arguments can be primitive data types or compound data types ,2011-05-01 02:19:25
806,89,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2012-12-12 09:03:04
807,89,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2010-02-12 18:47:20
808,89,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-09-12 17:08:00
809,89,Tuples are containers for a fixed number of Erlang data types ,2010-01-26 10:27:10
810,90,Ports are used to communicate with the external world ,2011-04-05 15:03:03
811,90,Haskell features a type system with type inference and lazy evaluation ,2011-01-30 00:44:30
812,90,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-06-24 22:04:32
813,90,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2011-11-27 04:07:12
814,90,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2010-08-14 18:05:52
815,90,Ports are created with the built in function open port ,2011-02-08 08:51:46
816,90,Do you come here often ,2012-06-11 11:48:35
817,90,Atoms are used within a program to denote distinguished values ,2010-06-20 22:57:56
818,90,Make me a sandwich ,2011-10-20 11:06:45
819,91,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2011-03-16 05:00:53
820,91,Type classes first appeared in the Haskell programming language ,2012-06-21 13:36:59
821,91,Tuples are containers for a fixed number of Erlang data types ,2012-06-09 05:37:03
822,91,Tuples are containers for a fixed number of Erlang data types ,2012-02-21 12:27:13
823,91,Erlang is a general purpose  concurrent  functional programming language ,2011-05-26 23:25:31
824,91,Any element of a tuple can be accessed in constant time ,2011-03-29 10:29:59
825,91,In 1989 the building was heavily damaged by fire  but it has since been restored ,2010-05-27 21:30:27
826,91,Haskell features a type system with type inference and lazy evaluation ,2010-08-15 05:03:45
827,91,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-05-21 23:20:56
828,92,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2011-08-04 00:39:53
829,92,Its main implementation is the Glasgow Haskell Compiler ,2010-05-05 00:08:54
830,92,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-02-05 10:09:36
831,92,Do you come here often ,2011-06-22 13:39:49
832,92,Make me a sandwich ,2012-10-23 10:11:54
833,92,Do you have any idea why this is not working ,2011-04-12 14:24:14
834,92,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2011-03-25 00:18:13
835,92,In 1989 the building was heavily damaged by fire  but it has since been restored ,2012-12-29 02:04:33
836,92,He looked inquisitively at his keyboard and wrote another sentence ,2011-05-05 14:00:47
837,93,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-01-29 23:02:29
838,93,The arguments can be primitive data types or compound data types ,2012-03-14 11:49:03
839,93,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-06-21 23:03:16
840,93,Atoms are used within a program to denote distinguished values ,2011-05-18 09:31:53
841,93,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2012-06-10 09:18:49
842,93,Its main implementation is the Glasgow Haskell Compiler ,2010-03-31 05:32:01
843,93,Ports are used to communicate with the external world ,2012-03-29 00:12:17
844,93,Ports are used to communicate with the external world ,2011-10-01 05:42:06
845,93,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2011-02-25 07:41:32
846,94,Tuples are containers for a fixed number of Erlang data types ,2011-01-19 14:53:05
847,94,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-10-14 19:38:43
848,94,Ports are used to communicate with the external world ,2011-02-05 04:37:31
849,94,Its main implementation is the Glasgow Haskell Compiler ,2010-06-20 06:43:14
850,94,Tuples are containers for a fixed number of Erlang data types ,2012-11-18 03:02:46
851,94,Do you have any idea why this is not working ,2012-09-06 04:35:29
852,94,Haskell features a type system with type inference and lazy evaluation ,2011-05-23 10:35:18
853,94,Tuples are containers for a fixed number of Erlang data types ,2010-05-31 05:31:50
854,94,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-11-25 19:07:17
855,95,Make me a sandwich ,2011-07-07 02:32:24
856,95,He looked inquisitively at his keyboard and wrote another sentence ,2011-04-19 01:00:38
857,95,Ports are created with the built in function open port ,2010-10-01 20:00:46
858,95,Tuples are containers for a fixed number of Erlang data types ,2010-10-17 03:39:35
859,95,Tuples are containers for a fixed number of Erlang data types ,2012-01-25 19:00:35
860,95,Ports are used to communicate with the external world ,2011-10-12 02:49:27
861,95,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-12-14 01:12:05
862,95,Any element of a tuple can be accessed in constant time ,2010-02-09 21:08:06
863,95,She spent her earliest years reading classic literature  and writing poetry ,2012-01-17 16:52:05
864,96,Type classes first appeared in the Haskell programming language ,2011-06-07 01:48:37
865,96,Make me a sandwich ,2011-01-18 06:18:54
866,96,Haskell features a type system with type inference and lazy evaluation ,2012-05-28 14:37:45
867,96,It is also a garbage collected runtime system ,2010-07-06 12:06:05
868,96,Type classes first appeared in the Haskell programming language ,2010-01-10 19:43:09
869,96,Make me a sandwich ,2011-11-07 09:44:23
870,96,Do you have any idea why this is not working ,2010-08-09 16:47:17
871,96,I don t even care ,2012-09-06 07:43:02
872,96,In 1989 the building was heavily damaged by fire  but it has since been restored ,2011-07-17 21:52:43
873,97,Atoms are used within a program to denote distinguished values ,2010-04-19 18:20:39
874,97,Atoms are used within a program to denote distinguished values ,2012-06-08 16:52:03
875,97,Atoms are used within a program to denote distinguished values ,2011-05-04 17:04:11
876,97,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-12-02 10:30:42
877,97,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-02-19 08:10:37
878,97,He looked inquisitively at his keyboard and wrote another sentence ,2010-09-24 03:00:15
879,97,The arguments can be primitive data types or compound data types ,2011-02-13 10:38:10
880,97,Any element of a tuple can be accessed in constant time ,2011-09-05 16:00:51
881,97,Make me a sandwich ,2011-03-18 03:43:53
882,98,It is also a garbage collected runtime system ,2011-06-19 09:43:01
883,98,Any element of a tuple can be accessed in constant time ,2011-04-14 08:07:40
884,98,Do you have any idea why this is not working ,2011-01-22 07:05:38
885,98,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-02-12 20:15:22
886,98,Its main implementation is the Glasgow Haskell Compiler ,2010-07-08 22:10:41
887,98,Do you come here often ,2011-12-02 21:01:35
888,98,Any element of a tuple can be accessed in constant time ,2012-05-10 08:06:53
889,98,Haskell features a type system with type inference and lazy evaluation ,2011-05-11 08:13:20
890,98,Ports are used to communicate with the external world ,2012-01-05 00:37:28
891,99,He looked inquisitively at his keyboard and wrote another sentence ,2010-10-09 10:33:04
892,99,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-03-09 05:14:36
893,99,Type classes first appeared in the Haskell programming language ,2011-01-26 19:42:43
894,99,Do you come here often ,2011-11-03 06:08:54
895,99,She spent her earliest years reading classic literature  and writing poetry ,2011-11-22 02:03:54
896,99,Its main implementation is the Glasgow Haskell Compiler ,2010-04-28 20:56:13
897,99,Do you have any idea why this is not working ,2012-03-05 18:45:24
898,99,Ports are created with the built in function open port ,2011-09-19 23:32:55
899,99,Where are my pants ,2011-06-09 15:52:18
900,100,In 1989 the building was heavily damaged by fire  but it has since been restored ,2012-06-25 10:35:10
901,100,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2012-09-05 07:25:04
902,100,Any element of a tuple can be accessed in constant time ,2010-09-03 15:32:02
903,100,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2011-08-27 04:40:47
904,100,Type classes first appeared in the Haskell programming language ,2010-05-08 18:58:26
905,100,Make me a sandwich ,2012-07-11 22:43:56
906,100,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2011-04-12 11:29:35
907,100,In 1989 the building was heavily damaged by fire  but it has since been restored ,2012-04-15 17:20:52
908,100,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2011-11-29 00:59:14
909,101,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-03-10 16:46:59
910,101,Ports are used to communicate with the external world ,2012-08-07 18:32:28
911,101,It is also a garbage collected runtime system ,2010-10-16 21:43:13
912,101,Where are my pants ,2012-07-13 11:43:59
913,101,Do you come here often ,2011-10-31 09:37:52
914,101,The arguments can be primitive data types or compound data types ,2011-06-19 12:37:07
915,101,Do you come here often ,2011-10-24 21:10:54
916,101,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2010-01-27 09:28:17
917,101,I don t even care ,2012-08-27 23:43:08
918,102,Atoms are used within a program to denote distinguished values ,2011-12-10 13:44:45
919,102,Ports are used to communicate with the external world ,2010-08-16 01:51:23
920,102,Erlang is known for its designs that are well suited for systems ,2010-10-26 04:50:05
921,102,The arguments can be primitive data types or compound data types ,2011-01-10 21:08:40
922,102,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-05-08 03:44:52
923,102,Make me a sandwich ,2010-04-27 06:08:04
924,102,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-07-27 14:50:38
925,102,The arguments can be primitive data types or compound data types ,2011-01-03 13:07:58
926,102,Make me a sandwich ,2011-10-23 03:01:45
927,103,Type classes first appeared in the Haskell programming language ,2010-11-17 01:43:54
928,103,Haskell features a type system with type inference and lazy evaluation ,2011-11-06 09:51:11
929,103,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2012-03-19 13:05:31
930,103,Ports are used to communicate with the external world ,2012-04-27 06:34:58
931,103,Any element of a tuple can be accessed in constant time ,2011-07-20 02:52:37
932,103,Atoms are used within a program to denote distinguished values ,2012-02-25 13:37:40
933,103,In 1989 the building was heavily damaged by fire  but it has since been restored ,2010-04-08 09:56:09
934,103,Its main implementation is the Glasgow Haskell Compiler ,2010-03-18 05:48:34
935,103,Erlang is a general purpose  concurrent  functional programming language ,2010-05-15 09:38:30
936,104,Ports are created with the built in function open port ,2010-05-31 20:09:20
937,104,Ports are created with the built in function open port ,2010-09-01 09:41:31
938,104,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2011-07-04 00:03:19
939,104,Any element of a tuple can be accessed in constant time ,2010-01-08 19:04:43
940,104,She spent her earliest years reading classic literature  and writing poetry ,2010-06-16 14:29:55
941,104,In 1989 the building was heavily damaged by fire  but it has since been restored ,2010-08-07 00:55:03
942,104,The syntax  D1 D2     Dn  denotes a tuple whose arguments are D1  D2      Dn ,2012-06-28 17:46:25
943,104,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2010-11-04 17:34:32
944,104,Erlang is known for its designs that are well suited for systems ,2012-08-01 00:24:56
945,105,Type classes first appeared in the Haskell programming language ,2010-04-14 09:14:41
946,105,Tuples are containers for a fixed number of Erlang data types ,2012-10-08 16:09:28
947,105,Type classes first appeared in the Haskell programming language ,2011-06-28 07:12:15
948,105,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2010-08-22 03:51:25
949,105,Ports are used to communicate with the external world ,2011-05-24 10:10:29
950,105,Tuples are containers for a fixed number of Erlang data types ,2011-10-23 17:49:13
951,105,Do you have any idea why this is not working ,2010-09-27 04:23:44
952,105,Make me a sandwich ,2010-10-19 21:15:38
953,105,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2011-06-25 13:19:14
954,106,Any element of a tuple can be accessed in constant time ,2012-08-14 12:18:46
955,106,Any element of a tuple can be accessed in constant time ,2012-09-16 13:14:11
956,106,Do you have any idea why this is not working ,2010-04-25 14:13:51
957,106,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-04-19 15:55:24
958,106,Make me a sandwich ,2011-11-11 18:07:01
959,106,Do you have any idea why this is not working ,2010-08-28 10:13:06
960,106,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-11-10 18:46:56
961,106,Erlang is known for its designs that are well suited for systems ,2010-08-14 02:20:47
962,106,I don t even care ,2012-12-24 00:26:28
963,107,Atoms are used within a program to denote distinguished values ,2011-07-22 02:55:23
964,107,Ports are created with the built in function open port ,2011-06-14 12:14:07
965,107,Do you come here often ,2012-08-21 17:48:12
966,107,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-06-08 03:04:19
967,107,Any element of a tuple can be accessed in constant time ,2012-11-10 01:00:24
968,107,Do you have any idea why this is not working ,2012-09-07 11:21:07
969,107,Haskell features a type system with type inference and lazy evaluation ,2011-08-31 02:11:28
970,107,The arguments can be primitive data types or compound data types ,2012-06-19 05:17:58
971,107,Erlang is known for its designs that are well suited for systems ,2011-11-18 09:35:25
972,108,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2011-10-25 18:01:25
973,108,Its main implementation is the Glasgow Haskell Compiler ,2010-08-13 11:06:29
974,108,Ports are created with the built in function open port ,2011-05-02 14:20:50
975,108,Its main implementation is the Glasgow Haskell Compiler ,2010-02-19 23:25:53
976,108,Type classes first appeared in the Haskell programming language ,2010-03-16 03:49:29
977,108,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2010-06-27 19:48:48
978,108,Do you come here often ,2010-03-01 02:57:10
979,108,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-08-28 02:10:55
980,108,Haskell features a type system with type inference and lazy evaluation ,2011-08-01 21:26:31
981,109,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2010-04-16 05:07:01
982,109,He looked inquisitively at his keyboard and wrote another sentence ,2011-09-03 19:00:32
983,109,I don t even care ,2010-04-27 00:41:16
984,109,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-03-25 12:16:19
985,109,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2010-12-19 17:31:13
986,109,He looked inquisitively at his keyboard and wrote another sentence ,2010-12-29 09:20:15
987,109,Its main implementation is the Glasgow Haskell Compiler ,2011-10-14 18:43:51
988,109,Type classes first appeared in the Haskell programming language ,2011-11-05 07:02:59
989,109,The arguments can be primitive data types or compound data types ,2010-12-18 20:44:21
990,110,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2012-03-19 08:55:20
991,110,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2012-09-12 12:50:23
992,110,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2010-09-06 11:42:23
993,110,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2010-09-30 06:33:32
994,110,Type classes first appeared in the Haskell programming language ,2012-06-25 22:10:22
995,110,I don t even care ,2012-08-25 03:24:40
996,110,Erlang is a general purpose  concurrent  functional programming language ,2011-12-13 21:58:29
997,110,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2012-08-04 21:27:10
998,110,Erlang is a general purpose  concurrent  functional programming language ,2010-04-24 00:01:23
999,111,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2011-01-09 07:20:46
1000,111,Do you come here often ,2010-02-06 06:58:10
1001,111,Type classes first appeared in the Haskell programming language ,2011-07-13 02:20:54
1002,111,Do you come here often ,2011-06-22 12:02:41
1003,111,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2012-10-29 10:23:58
1004,111,Any element of a tuple can be accessed in constant time ,2012-07-19 08:40:47
1005,111,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2011-12-17 23:57:07
1006,111,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2011-11-08 05:49:17
1007,111,The sequential subset of Erlang supports eager evaluation  single assignment  and dynamic typing ,2010-02-07 17:20:16
1008,112,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-05-16 09:22:45
1009,112,Erlang is a general purpose  concurrent  functional programming language ,2011-11-08 10:32:15
1010,112,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-08-10 17:02:32
1011,112,Do you come here often ,2011-05-15 16:46:21
1012,112,Erlang is a general purpose  concurrent  functional programming language ,2011-03-11 00:02:41
1013,112,Do you come here often ,2012-01-12 20:54:27
1014,112,Ports are used to communicate with the external world ,2010-01-09 06:05:29
1015,112,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-09-04 10:47:00
1016,112,She spent her earliest years reading classic literature  and writing poetry ,2012-02-01 04:27:49
1017,113,The arguments can be primitive data types or compound data types ,2012-02-18 21:19:25
1018,113,Haskell features a type system with type inference and lazy evaluation ,2012-03-12 00:00:29
1019,113,It is also a garbage collected runtime system ,2010-07-25 01:43:04
1020,113,Do you come here often ,2010-03-12 16:42:41
1021,113,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2012-06-03 22:58:24
1022,113,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-08-24 08:22:13
1023,113,It is also a garbage collected runtime system ,2010-05-18 20:25:20
1024,113,Make me a sandwich ,2010-10-13 19:38:11
1025,113,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2010-12-25 14:32:39
1026,114,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2012-08-06 06:49:45
1027,114,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2012-02-25 14:48:10
1028,114,Atoms are used within a program to denote distinguished values ,2011-01-11 18:34:58
1029,114,Ports are used to communicate with the external world ,2010-06-26 16:06:06
1030,114,She spent her earliest years reading classic literature  and writing poetry ,2011-01-20 07:47:25
1031,114,Ports are used to communicate with the external world ,2011-04-23 23:44:31
1032,114,The arguments can be primitive data types or compound data types ,2012-03-15 23:19:04
1033,114,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2011-11-25 03:07:05
1034,114,Do you come here often ,2010-04-09 13:08:05
1035,115,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2012-04-21 17:12:01
1036,115,Type classes first appeared in the Haskell programming language ,2011-03-22 12:48:10
1037,115,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-12-23 14:00:53
1038,115,It is also a garbage collected runtime system ,2012-07-10 16:36:56
1039,115,Atoms are used within a program to denote distinguished values ,2012-10-05 08:40:52
1040,115,Make me a sandwich ,2011-11-16 08:35:51
1041,115,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2011-11-04 17:44:55
1042,115,Erlang is known for its designs that are well suited for systems ,2010-10-10 17:08:16
1043,115,Erlang is a general purpose  concurrent  functional programming language ,2012-07-10 13:38:19
1044,116,Where are my pants ,2011-01-03 11:33:12
1045,116,She spent her earliest years reading classic literature  and writing poetry ,2010-06-24 04:43:47
1046,116,Tuples are containers for a fixed number of Erlang data types ,2011-02-19 18:50:35
1047,116,Type classes first appeared in the Haskell programming language ,2010-11-20 14:33:03
1048,116,Where are my pants ,2012-10-21 13:02:19
1049,116,He looked inquisitively at his keyboard and wrote another sentence ,2012-11-21 20:00:37
1050,116,She spent her earliest years reading classic literature  and writing poetry ,2010-01-13 02:13:26
1051,116,Ports are used to communicate with the external world ,2010-12-03 12:20:43
1052,116,Ports are created with the built in function open port ,2012-12-17 17:09:38
1053,117,Do you come here often ,2012-09-23 18:56:54
1054,117,I don t even care ,2011-09-06 09:14:41
1055,117,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom ,2010-05-12 12:25:50
1056,117,He looked inquisitively at his keyboard and wrote another sentence ,2011-02-04 13:06:04
1057,117,The Galactic Empire is nearing completion of the Death Star  a space station with the power to destroy entire planets ,2012-05-19 11:00:26
1058,117,Do you have any idea why this is not working ,2012-05-02 22:36:36
1059,117,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2012-04-22 14:47:01
1060,117,They are written as strings of consecutive alphanumeric characters  the first character being lowercase ,2012-01-15 04:58:47
1061,117,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-01-19 18:12:11
1062,118,Messages can be sent to and received from ports  but these messages must obey the so called  port protocol  ,2011-12-21 07:28:28
1063,118,Initially composing light hearted and irreverent works  he also wrote serious  sombre and religious pieces beginning in the 1930s ,2010-08-11 07:39:48
1064,118,In 1989 the building was heavily damaged by fire  but it has since been restored ,2010-03-24 16:24:03
1065,118,He looked inquisitively at his keyboard and wrote another sentence ,2012-06-08 06:08:59
1066,118,Its main implementation is the Glasgow Haskell Compiler ,2011-10-02 23:53:16
1067,118,Its main implementation is the Glasgow Haskell Compiler ,2011-07-14 15:21:52
1068,118,Haskell is a standardized  general purpose purely functional programming language  with non strict semantics and strong static typing ,2010-11-06 05:15:14
1069,118,Atoms are used within a program to denote distinguished values ,2012-03-08 06:22:32
1070,118,I don t even care ,2011-07-18 22:48:52
1071,119,Atoms are used within a program to denote distinguished values ,2010-08-03 18:51:05
1072,119,Erlang is a general purpose  concurrent  functional programming language ,2010-07-02 22:47:23
1073,119,Atoms are used within a program to denote distinguished values ,2011-10-25 12:08:56
1074,119,Type classes first appeared in the Haskell programming language ,2010-02-07 06:36:59
1075,119,Any element of a tuple can be accessed in constant time ,2010-04-24 12:45:18
1076,119,He looked inquisitively at his keyboard and wrote another sentence ,2011-04-16 04:58:28
1077,119,Make me a sandwich ,2012-11-06 22:18:55
1078,119,Its main implementation is the Glasgow Haskell Compiler ,2012-07-20 17:27:14
1079,119,Ports are used to communicate with the external world ,2012-06-07 20:31:00
1080,120,Its main implementation is the Glasgow Haskell Compiler ,2012-05-06 17:54:26
