userid,postid,timestamp
129,1591,2017-03-06 04:42:25
145,6027,2011-11-21 21:53:06
205,7676,2010-06-05 03:41:05
232,8579,2014-02-08 00:02:16
990,1580,2017-06-07 02:03:36
207,380,2012-05-28 07:52:13
514,691,2010-06-05 04:04:19
200,1567,2014-06-07 05:29:14
480,4285,2012-02-21 21:22:08
842,1745,2017-06-24 00:07:05
414,1027,2012-12-12 20:33:52
858,3041,2010-03-15 12:41:56
401,379,2015-03-11 01:36:07
431,7127,2015-04-15 15:24:51
895,5357,2011-04-10 04:58:07
651,2739,2010-04-10 05:04:58
37,5666,2012-10-25 05:02:27
717,5848,2011-05-11 11:28:15
50,467,2013-05-15 22:32:46
213,8722,2017-09-30 08:50:27
64,7388,2012-10-02 15:11:37
926,5710,2016-02-24 22:04:44
190,2681,2016-11-22 11:41:29
970,5106,2011-12-20 22:59:58
466,264,2014-06-20 06:35:45
232,8574,2015-12-16 07:59:46
707,187,2014-06-22 19:29:21
717,2742,2011-05-18 10:02:41
495,8432,2016-01-27 20:02:23
858,315,2015-07-01 03:32:37
993,5195,2017-11-22 07:07:24
720,4074,2013-11-18 08:00:08
446,7599,2013-05-03 16:45:48
37,1022,2010-08-24 01:19:07
665,2063,2016-04-05 20:36:02
284,195,2010-04-02 21:48:43
553,2471,2014-08-29 00:52:56
345,3277,2011-06-17 09:39:03
943,2173,2017-04-03 03:02:03
589,3484,2011-04-06 22:06:37
957,8340,2015-06-08 21:47:46
941,938,2010-03-28 07:02:45
721,8508,2010-10-17 03:12:27
307,3506,2011-08-18 14:23:28
877,6845,2012-01-02 22:02:00
634,3314,2011-10-30 16:09:29
594,5444,2016-08-20 12:45:15
850,1461,2014-07-06 02:01:43
346,6850,2010-05-28 08:47:30
232,2078,2014-11-25 02:34:04
88,1730,2013-12-28 12:49:44
677,3772,2013-10-08 09:47:39
410,6578,2017-06-23 19:00:24
844,5940,2012-05-23 00:16:22
136,8307,2014-08-21 19:19:57
177,5558,2010-03-28 11:12:51
948,8903,2011-05-29 17:12:30
736,1535,2011-06-15 20:23:29
215,3102,2015-06-07 14:46:45
64,7832,2017-04-04 21:19:13
73,4115,2013-10-01 21:54:17
362,6859,2017-05-15 22:53:00
515,1912,2011-07-10 04:52:22
29,396,2011-09-07 06:12:05
44,2423,2010-11-15 08:07:41
445,6166,2017-10-12 22:16:57
962,7089,2010-04-17 14:41:37
196,2266,2016-09-05 17:59:03
336,5225,2012-11-10 07:09:33
933,5626,2013-07-16 21:15:29
972,5308,2012-11-08 05:48:49
496,789,2016-02-07 04:52:27
511,1477,2015-10-04 04:06:02
950,8678,2016-01-15 08:05:37
193,7285,2016-10-31 05:41:05
43,5804,2013-12-24 02:43:29
821,2618,2011-06-10 14:25:55
932,8430,2017-11-02 04:43:11
903,7375,2017-04-07 05:46:23
295,7071,2015-12-07 04:57:50
684,3267,2013-08-11 13:10:39
419,3911,2011-02-23 05:52:22
196,2465,2010-08-19 16:18:44
998,7652,2013-01-25 09:26:00
14,7321,2010-10-16 07:26:25
374,3524,2011-07-14 00:21:15
583,2383,2012-01-30 18:57:12
786,3365,2014-05-18 04:01:26
507,4644,2016-05-20 03:52:56
944,2406,2012-11-30 13:38:06
859,5646,2011-10-31 15:38:17
797,2197,2016-03-25 05:36:06
724,2390,2013-07-31 04:22:50
984,7894,2012-01-04 19:21:40
466,2427,2010-09-03 16:40:11
559,1720,2012-07-20 08:13:35
589,6690,2015-06-21 01:31:14
405,4870,2011-06-18 06:30:28
350,3263,2014-01-09 07:29:22
183,7806,2010-12-03 21:53:21
66,7727,2011-01-06 21:54:02
588,6471,2016-06-30 22:29:04
540,2967,2010-11-29 20:13:00
264,3312,2016-01-13 10:01:51
128,7853,2011-02-23 16:01:32
984,6251,2017-09-12 14:49:11
450,736,2016-06-23 11:12:53
79,7853,2010-07-16 20:52:53
712,562,2012-02-03 17:19:17
760,2087,2011-11-26 23:09:54
328,8202,2012-01-10 06:36:34
911,7257,2012-09-29 19:02:49
707,427,2016-08-05 13:24:59
699,5803,2010-07-24 11:15:34
335,4020,2016-06-22 18:24:59
410,2682,2013-09-17 20:40:20
156,2127,2013-06-23 12:31:10
336,5378,2010-06-18 09:04:27
54,5446,2017-11-26 21:02:45
816,3302,2013-06-23 22:34:34
223,6761,2011-01-28 04:56:23
507,2800,2013-05-09 15:22:07
976,8711,2015-07-01 09:05:07
733,6558,2012-02-14 16:58:39
391,761,2011-10-30 14:54:08
205,5804,2012-06-02 03:52:18
192,8288,2017-03-19 18:14:56
825,4040,2012-04-14 15:32:08
0,132,2017-11-28 08:50:55
417,3547,2015-11-01 09:16:47
157,6876,2014-02-25 05:06:32
156,783,2012-05-23 20:55:29
598,6340,2012-10-14 08:16:38
547,8153,2010-10-01 23:14:53
312,8729,2010-12-16 15:58:42
763,4336,2014-04-07 12:04:42
476,3561,2010-01-08 10:58:48
485,7812,2014-08-31 09:26:34
472,3756,2010-09-14 22:12:21
942,7784,2014-12-19 01:51:44
954,6920,2015-05-02 11:09:16
177,2486,2014-02-14 09:56:41
113,944,2010-07-05 02:20:28
124,5185,2014-03-29 18:44:01
406,5999,2012-08-23 17:14:30
226,7691,2012-08-27 15:30:30
227,7632,2010-09-19 19:25:25
21,4700,2014-07-09 07:27:35
817,4851,2011-12-02 15:39:53
75,8493,2010-08-02 23:59:15
972,5578,2011-02-17 04:38:13
618,8535,2017-09-27 19:58:43
236,399,2016-05-03 01:54:44
197,8535,2011-02-14 19:43:04
277,1958,2012-07-17 10:16:46
189,6815,2012-03-18 21:07:21
593,5703,2015-12-24 23:48:59
188,2481,2010-10-03 03:35:05
366,8883,2010-10-24 03:31:28
755,5305,2014-05-22 08:30:38
576,5262,2012-04-23 09:34:42
257,5581,2016-01-30 02:13:37
764,6063,2013-02-20 10:52:00
381,3126,2017-10-26 16:29:54
947,1204,2014-07-12 15:00:40
491,4590,2015-08-23 09:38:36
130,3066,2014-09-30 05:52:15
869,7950,2017-02-26 20:09:32
531,4863,2015-12-05 19:01:17
325,1364,2010-09-29 13:53:42
940,6427,2012-07-25 06:03:22
535,1703,2014-10-13 19:54:28
231,5496,2017-10-31 16:12:42
385,2604,2014-10-09 22:05:16
875,8909,2013-07-13 17:56:39
27,8260,2012-03-03 05:59:10
765,6295,2011-01-22 14:57:37
786,4063,2013-05-20 18:34:50
552,8415,2014-01-18 01:40:05
46,704,2016-05-13 22:52:29
892,8964,2016-05-01 08:50:17
4,2479,2017-07-18 12:57:04
345,2669,2011-02-25 10:14:52
869,2910,2017-02-24 23:38:13
187,6023,2017-11-24 10:42:47
114,2690,2015-08-19 13:36:07
980,1609,2017-12-08 01:56:42
665,884,2010-07-20 04:07:48
555,6627,2012-01-31 03:23:58
648,4240,2014-12-29 13:34:50
780,2996,2014-05-11 22:10:07
722,7353,2014-12-22 00:09:22
522,6480,2011-08-28 23:03:24
776,3684,2011-09-19 08:43:06
9,8048,2016-07-08 07:36:24
999,3721,2010-06-22 14:09:59
542,1888,2013-01-03 15:20:01
217,7735,2010-08-01 01:02:59
577,6406,2015-02-02 21:04:20
29,7128,2012-01-16 07:27:41
871,7868,2017-08-24 03:26:27
755,4752,2010-09-07 17:47:02
972,7308,2014-12-27 14:14:37
116,7625,2011-04-23 12:32:31
509,2633,2016-08-29 00:44:17
397,7472,2017-08-13 21:26:47
141,7440,2015-01-27 10:03:32
12,8559,2015-08-10 13:00:03
165,1473,2013-09-01 07:36:03
67,3901,2013-11-18 13:38:39
417,5486,2015-02-18 12:00:48
201,82,2012-12-21 09:35:52
71,2015,2013-06-12 03:27:33
675,8333,2010-12-17 21:12:06
785,8597,2011-07-13 05:39:38
90,920,2013-03-24 16:54:57
761,6277,2012-07-10 00:27:06
648,5140,2012-05-28 00:57:36
851,3520,2015-03-21 12:24:17
940,309,2011-07-28 08:42:19
977,3552,2012-03-03 02:55:26
694,1976,2015-07-01 19:39:35
629,6529,2013-06-25 07:36:59
462,2545,2017-11-23 15:40:54
253,1046,2014-12-20 13:13:44
561,7068,2013-06-05 11:52:51
443,2525,2010-07-19 10:07:16
569,6163,2011-02-24 21:40:17
995,3718,2010-12-09 04:02:48
367,4374,2011-02-05 12:12:26
182,5102,2014-04-01 05:30:05
206,2185,2017-03-05 18:48:08
723,341,2017-10-31 23:50:02
945,8112,2012-12-22 11:14:38
516,7909,2016-10-29 00:45:52
517,3188,2017-09-07 09:42:50
99,7416,2011-08-18 10:42:59
550,7487,2017-09-25 06:11:29
912,8186,2017-02-16 19:30:34
579,308,2017-12-27 11:02:02
343,8303,2014-01-12 08:24:45
795,713,2011-09-03 23:28:49
510,1462,2014-11-12 21:50:29
192,7706,2014-05-29 20:39:04
617,6261,2016-05-30 07:23:50
347,8825,2015-02-02 20:00:21
245,4294,2015-04-30 21:09:28
243,6102,2016-04-11 13:00:58
6,1090,2015-04-19 21:23:05
784,343,2014-05-21 17:13:09
226,7957,2013-02-15 07:45:26
984,3151,2016-01-27 05:19:00
660,8267,2013-03-30 04:53:53
118,2920,2013-03-01 17:18:59
356,5580,2013-10-01 23:08:43
189,2672,2016-02-22 18:40:56
838,4685,2012-10-23 07:07:17
687,5834,2017-07-19 20:13:31
580,3190,2012-09-09 01:48:58
420,3466,2012-01-19 23:45:03
207,2228,2017-11-23 19:42:43
78,6685,2010-10-04 19:41:58
617,3256,2011-09-03 07:51:16
693,691,2012-07-09 23:58:10
787,7411,2016-05-24 03:48:27
114,5215,2010-01-12 05:25:12
741,7639,2016-06-28 16:45:43
69,5478,2013-06-21 22:47:50
205,5049,2014-05-18 12:04:53
56,7142,2016-05-22 04:17:07
538,83,2014-11-09 14:06:46
564,6511,2014-04-20 01:00:46
384,8999,2012-09-17 00:41:42
585,1131,2012-08-26 11:17:22
347,2961,2013-12-24 03:09:17
163,352,2010-09-18 06:29:26
153,2591,2010-11-07 03:23:06
304,5438,2017-05-25 09:17:03
619,5756,2012-05-14 21:46:29
925,1969,2014-02-15 10:19:38
272,502,2017-08-02 17:42:10
151,1451,2010-12-01 14:02:56
39,1175,2010-04-21 01:16:19
909,1574,2015-09-18 20:54:17
180,5397,2016-10-06 17:13:36
127,1478,2012-11-08 12:01:05
882,2860,2014-09-30 22:13:24
917,6494,2014-12-07 04:51:58
462,5106,2016-04-22 03:58:47
69,2812,2011-08-07 11:23:11
952,1606,2014-08-21 09:24:36
98,5856,2011-06-19 22:42:00
322,2000,2012-04-09 15:43:56
754,7282,2014-06-15 21:33:06
321,4174,2011-02-15 11:00:25
460,2010,2017-06-18 20:41:33
613,4920,2017-06-30 14:57:58
354,3947,2017-12-01 07:06:50
951,2528,2011-02-26 10:24:57
184,3691,2014-04-09 14:10:16
747,6022,2016-10-11 10:27:45
72,7933,2013-08-27 16:08:06
939,7304,2012-10-08 07:52:02
890,3037,2017-11-30 19:52:48
503,5520,2011-09-28 01:05:35
606,956,2015-06-12 17:30:35
608,4138,2010-09-01 00:41:22
758,2402,2011-11-29 10:55:12
273,1435,2011-05-08 02:33:17
133,4866,2015-11-20 04:58:00
547,2180,2015-01-22 23:04:25
932,5401,2012-07-18 08:52:48
971,2726,2010-07-18 22:06:04
319,2859,2010-02-02 15:57:35
288,7491,2011-07-26 17:27:56
894,6100,2011-06-11 04:24:06
616,8642,2017-09-27 10:04:10
184,5580,2015-02-15 06:23:59
168,5295,2011-11-04 10:34:16
155,5977,2010-07-25 04:39:46
154,4073,2010-12-31 15:53:16
662,2444,2011-03-01 19:38:31
161,4370,2016-03-28 22:00:38
600,3403,2017-12-28 16:30:39
967,2383,2015-03-27 10:41:06
95,1803,2010-08-11 18:48:04
399,8221,2015-03-10 10:10:59
878,3772,2015-11-03 00:36:12
107,8134,2013-06-20 16:20:35
417,7281,2010-10-12 15:38:50
38,1024,2013-04-29 03:30:03
526,3069,2010-04-03 22:11:18
728,854,2011-02-14 02:58:50
400,1435,2013-06-12 09:05:59
352,6716,2014-04-21 17:37:34
418,2152,2011-09-14 05:20:43
242,1776,2010-06-06 00:00:08
409,8800,2013-10-07 03:47:03
99,4477,2015-04-02 12:19:15
395,7798,2014-04-08 17:19:57
143,1970,2011-12-18 02:14:23
359,1029,2014-12-07 07:31:18
181,7106,2013-03-30 10:02:46
691,8157,2017-03-28 22:05:39
902,2305,2010-12-10 16:25:25
121,8465,2016-08-15 15:01:18
612,8945,2017-06-05 01:00:32
916,7814,2012-12-10 16:07:58
273,4759,2016-10-21 08:06:50
801,884,2012-08-19 11:33:40
612,3206,2016-06-17 09:37:49
987,1100,2013-09-26 20:54:03
845,2099,2016-09-04 01:39:04
389,870,2015-11-03 08:58:02
277,6663,2015-05-07 18:00:58
607,7281,2014-03-07 14:48:02
870,4539,2016-03-23 16:05:50
865,5295,2016-04-07 18:47:42
708,3725,2017-06-29 19:41:44
436,6884,2017-12-09 14:50:00
652,6707,2017-03-24 01:03:17
832,3784,2014-12-07 04:29:43
769,1825,2012-08-10 19:53:56
220,3019,2013-01-28 10:27:34
888,4,2010-10-20 17:55:07
164,3084,2011-01-13 10:06:23
356,6585,2017-03-01 05:08:59
739,7481,2013-03-06 23:57:38
636,4020,2016-09-14 20:37:40
829,2267,2015-08-17 16:49:22
130,7061,2011-06-06 11:55:01
435,8656,2016-12-05 14:28:34
470,3940,2014-11-22 07:39:10
810,4257,2016-07-26 22:26:31
757,6251,2016-07-14 16:24:45
203,6416,2011-05-21 22:13:53
760,4612,2016-10-05 09:16:09
858,2987,2016-04-19 05:55:37
808,3213,2011-12-24 07:12:27
455,4242,2014-09-07 06:34:13
440,8351,2014-06-22 16:29:55
248,5918,2017-01-27 17:31:36
895,7397,2016-04-02 05:33:32
694,4691,2012-06-05 18:27:24
108,5775,2012-12-27 20:15:39
360,5868,2013-01-05 00:49:32
834,6095,2016-12-03 05:12:01
727,6706,2013-11-29 07:54:57
35,798,2015-10-11 01:07:19
210,5114,2015-10-20 01:34:53
310,6115,2010-10-20 16:33:41
352,4600,2015-12-21 05:25:06
403,8330,2015-10-10 05:20:42
967,2102,2012-03-04 22:56:47
796,3527,2017-09-26 10:36:26
809,2604,2012-01-22 05:41:02
693,8573,2011-05-05 14:05:11
870,7078,2013-08-04 15:50:31
921,179,2014-07-04 23:49:42
304,7823,2017-02-08 00:30:25
310,7946,2017-02-17 11:23:12
725,8593,2015-01-28 05:43:17
99,515,2014-03-26 12:49:27
59,6595,2017-06-19 16:22:59
477,1127,2010-11-03 08:51:24
855,5560,2015-07-20 04:10:17
80,8797,2016-08-29 12:37:44
741,5349,2014-07-10 17:56:55
226,7048,2016-09-19 00:49:10
695,3856,2012-10-08 14:46:48
781,2600,2015-07-18 04:37:10
994,7161,2016-10-17 14:57:09
958,5096,2015-02-05 04:46:20
24,7844,2010-02-26 06:14:25
425,4495,2016-10-17 20:47:42
54,3221,2010-04-15 10:44:48
349,5895,2015-01-16 00:21:22
509,5979,2017-09-14 04:25:27
744,927,2013-02-03 22:16:43
506,5308,2017-08-04 09:53:39
805,4654,2013-05-03 22:55:25
527,5434,2014-04-19 10:31:21
588,3007,2012-07-28 11:30:37
998,7074,2015-11-12 02:14:00
597,554,2017-06-18 23:03:26
201,116,2017-07-22 20:45:03
302,6294,2016-07-24 12:01:38
416,3573,2015-01-14 22:38:16
289,1832,2010-11-24 17:57:03
153,8340,2011-08-28 17:18:28
704,5472,2011-07-08 21:16:55
382,4319,2011-04-07 02:27:30
963,3573,2014-04-28 06:42:14
264,7293,2015-10-29 03:06:01
266,1356,2016-10-24 13:44:04
920,4687,2011-04-19 19:02:31
363,2509,2017-03-31 12:57:23
942,1685,2017-01-05 06:58:25
237,2525,2017-09-04 16:01:23
158,6750,2011-03-02 16:52:12
900,5765,2016-05-27 11:30:22
698,5445,2014-12-30 02:56:08
722,370,2016-12-06 15:32:01
546,3587,2011-03-16 04:25:13
39,8059,2016-03-25 12:47:57
936,4235,2011-03-05 13:32:59
882,2389,2015-01-29 02:02:30
588,5990,2012-04-18 14:02:58
789,2434,2010-06-19 07:27:08
184,7873,2017-03-25 02:24:41
903,3343,2012-09-08 02:44:50
401,6130,2016-03-16 19:46:41
388,2091,2011-07-03 19:47:49
811,4465,2014-11-07 00:31:29
838,2522,2012-03-03 00:33:50
930,3602,2012-10-22 19:54:11
638,5848,2015-01-12 12:09:22
460,3583,2012-06-25 04:29:56
425,8468,2013-05-22 00:18:19
975,8428,2017-12-01 07:18:18
196,4923,2011-04-11 18:35:24
615,1325,2017-10-14 11:32:45
198,7744,2015-02-09 00:37:02
231,6290,2012-11-08 14:01:35
676,2514,2011-03-01 04:08:22
894,2661,2012-05-29 12:33:00
990,6661,2010-08-28 03:37:36
848,7807,2015-10-17 20:44:28
442,1045,2014-05-07 16:06:56
627,1304,2017-08-08 12:55:50
514,7684,2012-12-17 21:15:38
513,7248,2014-05-17 06:11:49
288,4073,2010-06-09 06:39:13
66,5451,2014-12-21 18:40:51
446,2342,2013-09-22 11:25:33
171,2040,2016-11-13 23:48:41
609,7478,2014-01-27 07:07:47
591,8316,2015-05-05 10:44:49
132,7819,2013-11-01 02:56:39
354,2807,2015-10-17 08:13:00
193,4138,2016-05-08 10:19:43
170,2372,2013-07-19 00:01:27
206,2003,2010-09-29 10:13:22
650,5110,2011-02-10 02:02:14
765,8410,2010-08-14 15:10:56
116,3059,2013-05-11 17:05:02
220,5951,2010-09-14 09:11:18
40,133,2015-01-25 01:46:47
450,948,2012-10-26 19:57:06
760,4350,2014-01-10 03:34:48
240,6546,2014-01-27 07:54:14
857,2408,2011-08-22 03:54:27
127,1325,2016-07-12 07:40:41
274,3678,2011-03-27 22:18:19
705,3545,2016-06-19 20:36:11
147,5143,2013-11-29 04:18:19
80,4873,2016-06-19 22:30:38
762,6663,2013-07-12 15:05:46
887,3908,2010-08-28 11:47:15
122,2713,2013-12-28 16:57:53
188,5016,2012-05-19 12:10:02
719,4906,2010-03-19 07:18:02
136,6271,2016-11-25 12:10:01
905,2235,2012-09-12 04:19:34
372,5376,2010-05-18 19:03:26
365,6082,2016-12-20 02:22:11
901,2357,2011-03-24 14:17:34
782,8336,2016-12-12 01:38:14
916,5280,2016-06-16 14:13:43
67,3669,2016-09-26 07:37:58
654,2888,2017-11-26 01:03:31
904,7647,2010-03-27 20:34:03
62,8836,2013-10-24 09:18:53
916,564,2014-09-18 01:17:35
1,7622,2013-03-07 20:08:43
318,6200,2011-02-22 20:51:44
406,6895,2013-04-24 20:48:32
2,6903,2011-10-30 03:49:52
144,2082,2011-02-25 23:21:03
813,1297,2014-11-02 07:45:05
589,2833,2011-05-16 05:47:41
587,2471,2017-12-19 06:10:14
501,7853,2015-04-06 13:36:01
903,3978,2013-05-12 22:13:10
956,5294,2011-07-25 17:37:26
333,4229,2014-05-08 04:13:03
437,4354,2012-04-08 05:18:03
994,6074,2014-09-06 01:20:51
974,4379,2016-07-11 17:51:08
59,7055,2014-03-11 10:30:57
134,7922,2015-11-10 03:44:41
12,5818,2010-06-27 20:11:14
482,4138,2017-04-11 21:39:20
903,4729,2017-01-11 05:06:29
970,3770,2017-09-09 14:05:42
189,953,2012-06-08 10:44:40
746,4568,2015-08-21 19:55:38
920,4881,2017-06-19 11:24:53
425,3857,2016-07-15 14:37:55
27,7742,2013-02-07 08:50:00
388,3322,2014-02-21 22:35:01
931,6244,2017-11-23 01:56:56
47,61,2010-11-27 06:49:17
62,4410,2016-03-09 13:13:28
942,270,2011-03-20 17:16:27
798,2347,2014-12-21 02:52:08
664,5986,2015-09-05 13:16:59
593,1759,2010-04-14 19:25:30
210,8870,2011-01-22 11:36:10
109,705,2013-03-17 11:20:13
583,1464,2011-11-02 10:29:10
19,8525,2010-09-06 10:48:35
169,5436,2010-05-19 04:23:28
431,8861,2010-10-27 01:03:40
704,4316,2015-04-13 09:22:35
632,6925,2013-08-03 09:51:37
641,753,2013-03-22 04:11:36
378,4926,2012-09-04 02:58:28
573,5963,2015-08-13 16:40:14
958,7351,2016-06-05 21:34:52
165,4706,2014-09-25 20:00:54
650,7702,2017-07-14 20:14:14
333,955,2015-10-17 17:20:15
621,259,2011-12-02 22:08:52
650,7108,2013-07-10 03:45:14
206,1233,2016-01-29 18:16:27
410,3657,2013-04-05 08:37:28
649,6450,2013-10-31 09:45:05
693,5611,2015-03-08 20:35:11
175,5912,2012-01-21 15:09:56
743,6459,2014-12-14 05:24:07
387,6188,2010-10-15 17:20:28
105,7234,2010-11-16 03:34:14
267,3376,2011-11-15 08:20:29
391,6042,2013-09-07 17:52:45
894,1206,2012-02-08 08:30:11
736,7485,2012-06-14 09:19:24
857,2275,2013-10-30 04:55:59
807,7369,2010-04-06 04:19:45
870,8919,2017-12-18 16:36:59
858,6883,2013-03-29 21:54:09
657,6639,2011-07-17 21:49:38
470,7345,2015-05-31 07:48:15
439,6534,2016-11-04 15:27:57
612,5039,2012-05-06 15:09:56
703,1005,2016-03-26 12:27:29
214,2022,2012-01-15 03:09:22
422,6350,2015-10-06 02:50:33
392,7092,2013-12-15 01:54:33
315,897,2017-09-18 22:33:20
249,2288,2012-11-09 08:27:28
688,8363,2013-11-28 16:26:09
537,3103,2012-04-20 08:47:53
966,1339,2011-01-18 10:13:08
589,2284,2017-07-03 19:26:31
104,5858,2012-07-03 03:42:01
848,1255,2013-06-13 01:04:13
789,171,2010-01-18 19:24:10
943,7255,2010-05-18 21:13:14
601,5953,2012-05-30 04:53:13
63,1371,2014-09-07 18:23:55
818,1430,2016-12-31 18:10:32
27,1072,2011-04-27 04:43:07
742,4938,2010-02-09 11:20:56
963,3569,2015-02-08 15:33:42
862,4118,2011-04-12 21:58:50
299,3386,2015-02-28 08:02:14
625,3939,2016-05-22 15:59:50
811,2688,2010-03-12 16:40:22
462,2382,2014-05-30 21:54:00
382,7544,2014-09-11 13:09:56
157,4734,2013-10-03 10:18:42
836,3193,2011-03-08 22:48:19
130,928,2013-02-03 20:18:56
66,1034,2014-03-26 21:10:39
278,193,2014-07-19 14:05:40
692,5671,2013-12-30 01:49:59
493,3408,2012-09-14 10:56:41
379,7413,2016-01-30 14:41:17
739,8869,2014-01-16 15:36:00
695,6773,2014-08-16 09:59:35
545,5425,2015-03-28 01:51:45
647,5603,2010-01-13 00:01:22
167,4763,2014-02-20 19:14:15
84,7845,2010-06-29 12:12:16
240,2736,2017-06-24 10:07:56
881,6440,2011-09-25 16:41:41
808,7466,2013-06-02 19:35:47
732,6241,2013-08-26 17:14:15
578,4499,2010-04-16 23:39:24
119,7108,2011-02-07 01:47:56
735,8129,2012-05-18 11:43:36
385,7074,2017-07-09 16:12:55
586,5938,2010-07-14 17:17:06
403,4240,2017-03-07 08:42:49
319,352,2012-05-04 18:47:25
674,6933,2013-04-17 17:17:54
560,5619,2011-06-15 01:05:21
555,2216,2012-02-15 06:18:59
632,3934,2014-03-03 12:49:16
269,3967,2014-12-13 01:40:42
592,1556,2016-02-17 12:56:59
650,5652,2010-09-03 02:45:11
745,7013,2014-11-07 13:16:28
107,8026,2012-11-01 00:46:38
328,6928,2011-03-15 20:58:33
65,6975,2013-06-05 04:54:30
695,1354,2015-10-21 17:35:02
324,7168,2011-07-01 16:17:47
328,6233,2010-02-04 01:00:45
818,7128,2011-03-14 15:15:23
421,6011,2012-11-09 08:34:18
156,7367,2010-12-02 05:39:38
613,4347,2013-02-15 01:51:58
920,3712,2014-06-06 17:22:49
48,7988,2014-06-20 13:42:43
586,5678,2011-10-26 10:58:22
315,8897,2014-08-21 18:09:04
474,4231,2010-03-31 02:22:48
978,4432,2010-09-29 18:37:50
266,5220,2017-03-25 19:26:57
443,2716,2017-01-07 06:50:14
390,1956,2017-07-26 22:49:12
630,6710,2017-08-27 13:45:06
758,3565,2013-10-17 10:27:45
128,7000,2014-11-13 00:25:40
954,7923,2011-04-15 14:57:39
408,2133,2013-01-16 12:13:45
304,5430,2012-08-03 03:10:20
895,1537,2016-05-16 22:16:19
931,8215,2012-03-12 06:07:32
835,5607,2010-02-13 14:10:20
52,3700,2011-12-25 19:43:05
670,7330,2012-07-16 17:24:35
770,494,2011-06-10 13:37:01
928,144,2016-10-19 16:22:27
709,4339,2015-03-03 18:56:49
396,1979,2012-09-05 09:16:19
318,5808,2017-01-06 11:57:07
517,2692,2016-09-26 02:06:55
284,6081,2016-08-29 18:19:55
286,8822,2014-06-07 20:03:04
885,3272,2016-05-23 18:32:18
886,5262,2017-05-23 00:25:05
994,7914,2015-08-21 12:57:13
957,7645,2017-10-19 04:19:30
334,5126,2011-07-12 20:01:15
86,5422,2011-08-11 15:43:55
15,2709,2013-04-01 11:52:21
200,6323,2014-06-01 10:19:44
219,1761,2011-03-23 08:37:11
917,6435,2015-04-16 14:27:06
783,8284,2013-10-09 19:02:40
293,7052,2017-01-14 09:11:42
862,425,2013-02-23 13:14:20
171,6482,2012-12-04 02:20:32
471,5530,2016-03-24 17:23:27
464,2627,2014-10-14 00:11:42
625,7713,2014-09-09 23:03:13
731,1926,2011-12-31 14:53:58
776,8121,2012-11-23 02:51:29
552,6270,2010-09-01 02:18:33
872,36,2010-05-28 20:36:34
645,4346,2017-10-12 14:51:45
285,5634,2015-08-13 07:39:19
685,4467,2015-06-16 22:33:31
172,7930,2017-10-04 20:19:54
692,3327,2015-01-16 13:26:09
921,1865,2013-01-24 05:22:54
78,8584,2014-12-10 05:19:56
960,2039,2012-09-21 12:18:50
17,2312,2010-11-13 19:00:09
787,4884,2012-07-05 09:36:31
159,2569,2014-05-20 10:46:16
130,2478,2016-08-31 10:07:18
242,5425,2013-05-03 20:48:30
467,2729,2010-12-01 11:01:02
637,1653,2011-04-02 06:47:50
232,8021,2010-05-08 03:27:09
4,7003,2016-06-17 18:27:23
623,5014,2012-03-01 03:45:57
61,3973,2010-12-21 02:39:19
557,8135,2014-09-21 20:47:37
138,2939,2014-01-06 05:38:09
730,1965,2012-11-10 04:19:18
926,3722,2014-01-23 17:13:21
835,851,2017-12-25 02:04:30
688,6604,2017-07-20 09:00:36
842,6109,2012-01-15 01:02:25
905,1848,2013-08-21 15:18:44
374,406,2011-10-20 16:58:05
475,5587,2011-01-30 03:57:14
628,1328,2013-06-21 11:23:59
861,7029,2010-04-25 01:21:37
256,968,2017-10-02 06:28:37
759,4705,2013-07-28 11:45:55
71,6985,2015-05-24 21:38:06
161,6982,2015-03-30 12:55:30
581,7074,2010-04-02 10:25:20
827,1143,2016-07-07 10:08:30
215,6106,2015-12-04 12:38:26
804,4941,2013-09-25 09:22:52
308,3126,2010-01-31 17:44:31
754,7259,2017-04-02 03:00:38
246,1233,2015-09-30 20:03:54
258,2010,2010-08-28 03:16:58
654,743,2015-07-12 23:49:22
66,6484,2012-06-26 17:45:16
52,6444,2010-12-17 09:16:27
707,6877,2011-04-07 22:45:32
567,2025,2013-05-14 17:33:16
142,119,2014-04-28 03:18:04
756,8629,2010-12-12 11:10:16
558,5156,2015-01-12 18:31:25
555,3581,2015-06-27 14:45:56
52,1471,2015-06-06 00:49:27
404,596,2014-07-22 23:59:35
95,6812,2013-07-02 05:27:08
515,3831,2012-05-11 03:48:37
113,1425,2014-08-20 12:43:55
299,4805,2014-07-10 06:11:39
784,7932,2011-02-17 02:54:24
350,2024,2014-07-21 15:28:47
659,7467,2013-12-25 11:22:06
825,1544,2017-03-02 06:01:02
199,4278,2010-11-26 15:25:59
829,4433,2017-09-11 17:35:11
248,1694,2014-10-04 16:53:30
672,6362,2011-10-26 02:20:07
999,7690,2010-12-24 18:17:23
706,638,2015-04-08 06:24:08
785,4709,2016-12-02 11:35:10
0,5323,2014-08-13 17:39:06
504,6406,2013-07-04 12:40:34
214,931,2010-08-11 12:02:21
234,8499,2011-10-16 14:10:18
685,2600,2014-12-18 11:37:50
536,3653,2011-08-24 02:56:19
142,322,2011-04-06 09:35:25
63,4033,2016-06-14 06:52:36
835,8263,2012-07-20 06:55:25
