userid1,userid2,timestamp
745,543,2012-07-25 08:13:00
404,433,2017-03-26 19:22:38
259,482,2014-05-19 16:48:41
590,146,2011-07-05 22:52:37
737,497,2016-05-26 12:12:38
676,947,2016-09-08 11:23:03
796,847,2012-04-07 08:06:31
870,41,2013-03-28 00:28:07
138,359,2013-06-23 15:58:06
962,715,2015-05-28 21:15:23
685,850,2014-05-01 01:45:24
384,706,2015-11-30 01:45:47
930,707,2017-08-01 02:23:21
32,562,2011-11-11 09:54:31
223,880,2013-11-24 23:55:12
798,536,2014-05-29 22:47:56
214,449,2010-08-05 23:30:54
927,4,2010-04-08 11:24:03
944,955,2014-11-21 19:39:41
48,470,2012-02-10 18:55:59
124,1,2011-03-16 07:09:01
669,503,2010-12-04 04:34:05
58,543,2011-07-03 05:16:01
959,639,2012-07-05 01:41:13
161,157,2015-02-28 06:35:11
349,960,2014-02-01 14:36:30
613,288,2017-07-09 14:49:18
699,546,2010-03-07 17:45:57
801,92,2010-02-02 12:11:53
790,232,2016-08-14 04:41:27
342,38,2016-10-12 07:04:48
33,690,2011-04-12 21:03:58
293,896,2017-09-17 23:16:48
339,582,2016-03-09 03:56:32
920,538,2010-12-11 13:42:17
766,234,2015-09-06 09:15:17
201,640,2013-12-17 10:40:37
369,185,2011-12-29 01:03:22
644,30,2014-07-26 16:49:11
275,630,2014-07-14 21:56:45
610,33,2014-01-25 03:08:29
752,227,2012-01-11 14:08:52
103,737,2013-11-27 01:36:14
710,702,2013-04-20 14:21:47
936,492,2017-08-25 09:34:19
960,807,2017-03-12 16:33:12
87,154,2010-11-06 00:14:12
266,949,2017-01-31 09:12:57
57,731,2013-09-13 22:09:56
556,571,2012-04-30 20:16:18
123,496,2017-04-19 16:17:15
617,701,2012-06-29 01:41:52
251,822,2017-11-26 04:11:40
278,75,2014-05-29 23:21:10
476,365,2014-07-27 01:47:32
229,317,2010-01-09 00:13:25
400,247,2017-04-15 18:28:04
125,693,2016-05-12 20:34:24
464,356,2017-06-29 05:19:31
827,124,2010-12-30 10:11:44
752,913,2010-08-20 03:34:43
748,862,2011-01-18 05:21:00
337,458,2014-10-25 21:45:42
676,862,2013-02-15 00:17:56
230,185,2016-11-15 07:32:21
389,253,2011-05-13 03:00:03
128,278,2016-02-06 22:21:01
93,291,2012-02-07 14:40:27
743,146,2015-11-11 06:53:53
178,104,2010-08-02 06:59:14
501,586,2016-04-05 10:32:31
859,341,2011-06-25 07:39:20
109,252,2016-03-19 12:49:58
658,677,2014-12-11 06:40:49
100,621,2017-01-05 08:35:27
218,120,2011-08-30 21:46:32
946,95,2013-08-12 07:10:23
601,542,2017-09-03 20:38:57
53,1,2015-11-02 10:49:19
562,858,2016-12-13 15:44:23
152,344,2012-04-01 07:07:28
958,905,2016-01-31 06:19:00
11,725,2016-11-08 19:19:27
826,232,2015-06-02 01:31:11
899,592,2016-06-15 06:51:55
218,331,2016-01-29 21:35:56
305,862,2014-09-08 23:31:29
528,125,2017-02-06 23:17:47
279,622,2017-05-22 10:24:07
187,108,2017-07-22 01:05:54
481,847,2017-10-27 02:30:49
746,178,2014-02-12 05:44:04
340,83,2017-08-10 08:38:16
525,513,2015-08-01 02:34:53
66,834,2015-06-23 21:54:12
243,784,2010-05-28 20:06:29
570,977,2012-02-28 07:01:55
763,696,2010-06-10 06:49:38
294,891,2014-08-30 22:08:56
765,125,2015-06-07 13:11:48
795,166,2017-01-22 03:25:32
901,906,2014-03-22 13:04:46
734,506,2011-10-02 22:40:48
70,439,2017-07-08 16:03:22
60,441,2016-01-31 21:02:25
433,568,2010-02-01 12:55:32
105,647,2014-07-24 00:51:52
348,270,2010-08-16 02:41:57
714,375,2010-06-22 16:48:59
544,677,2014-09-02 22:15:23
69,796,2012-08-11 10:00:47
414,76,2013-06-01 00:14:47
995,382,2016-05-17 02:01:12
327,148,2011-12-01 19:16:44
836,34,2013-03-24 03:24:16
246,120,2017-12-17 08:45:56
942,32,2015-09-27 07:59:29
323,714,2015-11-30 16:56:54
430,257,2015-05-08 03:12:05
400,689,2010-08-18 02:24:20
868,6,2017-10-04 20:32:20
339,683,2015-04-12 01:18:18
582,27,2012-03-05 11:23:28
924,239,2015-08-26 02:48:31
921,106,2015-05-07 20:16:55
114,940,2010-02-23 20:41:28
913,940,2015-11-18 10:35:48
792,185,2017-03-17 15:08:22
291,909,2013-03-01 01:46:52
527,169,2011-07-28 06:47:32
346,137,2012-12-29 22:32:22
393,563,2016-07-28 05:51:35
771,163,2011-10-18 15:00:47
271,270,2011-06-30 06:57:16
599,476,2014-12-07 09:40:43
570,898,2013-09-03 00:59:44
658,799,2012-10-28 01:14:27
701,854,2013-08-13 03:09:47
519,792,2016-09-11 06:24:04
220,395,2015-11-09 14:55:55
198,615,2010-11-18 08:57:01
858,752,2011-01-29 22:16:57
561,421,2014-12-05 15:38:06
409,229,2017-09-10 19:27:45
83,383,2014-08-22 04:49:16
903,869,2014-11-13 04:01:07
905,336,2016-12-09 08:39:01
341,149,2015-10-05 22:18:49
444,786,2017-01-10 21:39:58
480,698,2014-07-28 20:33:19
608,121,2012-12-05 06:44:16
799,977,2017-10-31 07:40:00
804,470,2017-02-23 04:31:45
931,385,2012-07-27 12:03:15
6,265,2010-02-01 09:57:07
382,827,2015-05-22 04:02:36
518,82,2015-09-23 23:58:20
668,924,2017-12-05 23:00:37
757,13,2011-11-26 15:30:59
748,608,2010-12-20 16:45:46
131,740,2011-04-28 11:18:15
531,975,2016-05-27 19:58:20
560,585,2017-01-09 11:33:57
174,121,2010-07-25 09:30:56
798,877,2017-01-19 01:13:47
55,377,2017-06-25 05:42:29
130,898,2011-12-18 22:40:46
782,412,2011-03-18 05:10:06
1,34,2017-04-10 04:05:59
768,681,2015-07-08 04:12:10
843,385,2017-02-26 10:11:28
6,133,2013-10-14 04:41:32
489,791,2011-11-16 20:27:42
222,922,2014-03-26 00:47:12
873,849,2017-06-18 04:02:19
849,81,2017-04-19 22:53:05
985,36,2017-03-19 17:29:58
343,884,2010-11-26 18:34:11
532,861,2013-01-05 10:05:39
259,230,2010-07-18 07:48:30
133,217,2014-07-04 03:06:16
273,514,2013-08-10 06:01:09
136,450,2012-06-15 01:59:46
469,994,2013-01-05 02:59:33
461,498,2014-07-08 03:24:46
634,269,2015-02-08 06:22:44
428,127,2017-12-16 13:49:16
907,769,2015-06-03 02:16:22
688,188,2016-11-07 06:05:56
383,856,2014-08-12 04:01:55
676,791,2012-11-08 11:43:24
420,600,2014-05-29 20:29:39
952,3,2014-09-15 09:17:07
642,97,2011-09-02 09:31:11
553,812,2017-06-06 10:05:44
512,723,2013-08-10 15:40:28
305,83,2017-06-07 17:12:11
800,710,2011-05-10 00:41:50
422,876,2010-01-22 06:21:56
124,365,2014-01-03 04:32:46
341,608,2017-08-04 02:46:37
149,704,2017-04-04 05:05:50
953,171,2012-03-28 06:18:31
798,538,2011-11-13 22:47:23
932,678,2012-02-28 07:45:59
517,386,2011-05-02 12:27:57
0,359,2013-06-07 06:11:07
671,869,2014-06-24 19:41:03
127,874,2013-05-13 19:57:41
574,356,2014-12-20 20:32:48
385,376,2010-05-15 23:19:56
603,547,2016-12-11 10:45:03
179,619,2014-09-17 12:32:22
195,964,2017-06-14 03:34:08
712,43,2014-06-15 09:50:04
233,264,2017-07-03 00:17:41
359,204,2010-06-11 23:52:25
76,297,2011-07-04 22:25:16
108,516,2017-09-02 14:53:13
96,396,2015-12-07 08:36:58
94,653,2017-05-31 12:49:52
990,230,2016-04-01 20:25:22
855,238,2016-09-07 17:35:40
760,433,2014-04-27 03:35:49
489,948,2013-10-17 19:53:05
833,790,2010-09-14 09:22:44
694,196,2010-01-11 18:25:58
91,648,2014-06-23 00:56:12
430,608,2016-03-29 14:43:22
277,675,2012-11-06 04:23:52
406,815,2012-02-02 09:42:38
511,642,2011-01-10 19:40:34
367,207,2013-12-11 03:17:50
50,144,2017-01-28 13:17:32
969,146,2016-02-13 17:39:01
703,293,2010-09-11 06:42:12
582,523,2016-07-21 10:29:15
563,72,2014-02-19 01:01:35
237,199,2014-07-11 17:46:47
456,356,2017-06-20 21:30:46
332,47,2010-10-27 00:01:10
757,171,2017-08-07 11:29:12
654,726,2017-02-28 15:34:31
890,725,2016-12-16 13:04:56
492,616,2014-08-23 19:00:17
192,949,2010-06-21 18:37:12
731,312,2012-09-15 00:33:28
179,435,2011-07-28 18:07:01
316,811,2017-07-09 22:48:54
700,218,2010-09-28 01:13:44
990,512,2012-03-25 11:05:20
148,882,2010-10-23 21:54:14
6,811,2017-01-14 03:24:49
553,89,2011-07-01 10:13:32
204,722,2013-11-25 12:49:23
756,412,2013-11-12 07:40:30
61,149,2013-12-18 08:11:50
375,204,2016-05-22 07:34:50
419,765,2015-07-26 09:03:25
455,632,2014-12-01 03:37:51
827,45,2013-02-10 04:14:26
117,88,2015-07-15 20:42:01
187,782,2015-09-18 22:16:20
215,25,2010-12-15 07:20:38
813,879,2014-12-17 00:22:02
311,675,2011-02-18 14:21:18
355,804,2017-08-12 22:54:21
331,353,2011-12-20 13:01:35
555,856,2016-02-06 05:31:11
810,520,2011-10-19 10:26:21
673,52,2010-12-11 23:35:20
495,15,2012-02-23 04:51:06
484,887,2014-10-25 18:53:31
234,658,2013-08-07 12:57:22
912,418,2013-04-12 11:59:00
983,244,2012-08-27 22:03:54
934,863,2016-06-08 02:21:53
625,892,2011-05-03 22:52:43
958,473,2012-04-07 07:59:51
171,709,2013-08-30 09:32:02
645,78,2016-01-25 01:08:57
874,211,2017-03-23 19:09:18
941,121,2017-10-19 16:05:00
828,131,2017-05-31 09:53:34
326,701,2012-02-22 21:36:03
88,536,2015-11-23 06:40:29
765,652,2013-12-29 05:07:13
852,588,2011-04-22 00:52:05
506,702,2017-06-12 00:59:03
315,906,2012-11-29 02:58:38
632,369,2010-01-07 00:27:14
102,360,2015-03-28 10:24:14
935,950,2012-12-06 18:22:45
514,748,2016-02-12 05:24:52
839,282,2011-05-18 02:22:56
809,246,2014-03-04 10:59:29
551,595,2014-06-03 13:50:59
234,209,2012-09-21 16:41:48
613,417,2010-11-22 00:35:37
469,682,2017-07-30 09:25:02
128,815,2015-02-20 21:53:27
186,654,2016-02-15 16:53:42
64,384,2014-05-25 13:10:40
495,614,2015-03-04 09:53:31
919,697,2011-02-08 22:42:43
320,220,2016-04-04 13:10:59
25,868,2012-07-19 13:38:54
73,704,2014-05-30 00:33:55
651,639,2016-03-21 19:19:32
584,981,2010-12-17 23:32:54
881,9,2010-12-23 14:25:45
602,598,2012-11-24 08:34:05
745,474,2016-04-25 07:17:27
108,239,2013-09-27 03:58:02
314,514,2013-02-28 01:12:03
767,39,2010-02-10 03:12:36
859,615,2010-04-03 04:17:43
971,775,2012-01-02 03:12:45
517,53,2011-03-17 01:13:31
265,276,2016-07-10 08:26:27
427,95,2011-07-26 12:05:07
67,14,2013-11-01 18:14:58
87,379,2016-07-09 03:09:55
815,480,2014-07-07 17:53:23
354,159,2014-04-21 18:14:34
892,359,2012-02-03 17:01:34
480,209,2014-06-03 07:11:54
896,17,2016-02-07 17:58:29
515,488,2016-02-11 08:48:32
149,900,2011-11-05 09:03:27
370,139,2016-07-08 02:36:13
887,165,2011-07-16 01:09:45
568,750,2010-07-14 18:58:04
264,96,2015-10-17 02:53:09
406,672,2013-09-12 22:57:46
111,312,2010-09-14 13:07:21
329,615,2010-10-17 19:29:40
82,314,2016-12-20 18:30:41
73,534,2010-06-25 17:02:15
536,10,2010-06-24 05:06:31
90,370,2011-05-10 22:28:17
93,311,2015-04-12 18:30:49
319,652,2011-08-25 21:34:34
522,895,2016-08-14 17:15:56
49,976,2014-01-10 21:19:52
249,712,2015-12-12 06:20:20
654,412,2012-08-06 22:40:51
632,837,2012-06-11 10:38:39
29,592,2016-04-17 19:21:25
106,102,2015-02-01 18:14:18
894,761,2012-09-04 22:46:08
592,546,2011-04-19 04:48:33
813,711,2014-07-31 15:59:37
789,857,2012-09-05 00:27:08
228,320,2010-06-15 08:38:41
409,57,2011-11-09 13:00:07
329,607,2014-03-12 06:58:05
870,936,2011-08-20 22:03:40
808,989,2014-11-14 07:26:12
590,18,2013-05-22 20:15:49
422,850,2013-12-20 09:02:56
764,785,2012-08-25 11:34:23
527,12,2016-12-07 21:17:44
962,717,2010-07-17 04:19:53
227,842,2013-11-10 05:00:35
363,657,2012-08-07 15:36:31
796,414,2015-11-08 04:09:21
217,54,2014-06-16 03:32:35
118,403,2012-08-29 17:00:19
408,390,2017-12-17 05:18:20
97,611,2015-03-28 19:18:31
823,510,2016-10-25 18:18:19
797,160,2011-05-01 14:19:58
347,918,2010-10-03 20:55:13
190,862,2015-02-26 07:37:05
747,960,2015-04-07 09:24:45
264,35,2015-01-10 21:12:37
685,728,2017-01-16 12:04:43
13,591,2016-06-24 06:13:40
786,809,2013-11-21 03:17:30
990,636,2017-12-31 13:40:10
964,263,2013-02-27 09:09:22
889,850,2011-10-04 09:28:31
767,946,2014-05-18 16:08:45
736,44,2010-08-25 11:44:41
559,687,2012-12-14 10:01:17
131,609,2015-12-26 03:13:46
284,632,2016-03-13 03:21:16
228,305,2010-08-27 17:02:26
144,336,2010-04-29 23:27:29
948,715,2010-08-19 15:53:15
556,176,2017-02-23 14:29:52
229,670,2014-07-28 22:07:28
60,736,2017-08-02 16:48:09
652,524,2015-08-31 01:56:33
764,873,2013-07-08 11:21:47
676,775,2017-06-25 19:01:46
254,277,2017-01-16 17:48:30
741,821,2012-12-25 09:11:14
751,138,2017-08-13 00:21:18
903,658,2015-10-20 03:31:43
932,460,2013-09-30 14:52:53
590,150,2015-06-17 13:48:25
929,534,2016-11-29 11:26:28
134,3,2014-08-16 15:03:57
248,474,2013-09-07 11:22:57
780,859,2016-01-05 12:46:01
970,7,2016-03-02 12:48:16
603,173,2014-08-06 23:16:09
943,264,2014-12-17 08:34:32
435,789,2013-09-06 19:07:08
730,811,2011-08-24 18:13:07
990,758,2010-10-16 04:10:54
679,830,2013-06-26 20:54:08
998,869,2013-10-02 15:28:27
426,522,2017-10-01 15:46:54
347,978,2017-12-31 00:40:49
660,101,2014-02-28 18:32:42
664,944,2010-01-28 09:14:14
580,306,2012-11-29 13:52:44
325,145,2014-06-20 02:48:11
521,395,2011-03-29 07:57:28
752,351,2015-11-09 10:40:40
878,56,2016-02-13 20:48:04
332,834,2013-12-23 14:01:39
332,117,2015-10-22 17:03:50
295,154,2016-05-21 08:48:09
281,739,2015-09-24 20:18:04
669,204,2017-12-07 03:54:59
365,817,2017-09-23 17:31:19
31,911,2011-06-08 07:00:54
189,3,2011-07-15 12:10:20
13,164,2011-10-20 02:49:03
942,707,2012-05-24 00:34:20
345,457,2014-05-21 18:20:22
144,487,2013-03-21 03:21:55
311,801,2015-06-14 21:07:23
772,80,2017-06-28 08:16:12
419,139,2013-05-01 23:24:09
406,916,2013-03-08 01:03:27
946,179,2012-02-22 02:45:42
951,885,2016-01-24 13:24:45
343,555,2010-04-08 05:43:33
878,776,2010-05-06 18:44:45
827,605,2011-02-23 03:36:00
111,203,2014-04-25 22:35:46
840,126,2017-07-13 19:57:27
867,815,2012-06-30 06:51:40
125,973,2011-01-16 18:30:55
129,223,2014-11-17 09:10:01
543,649,2010-11-21 17:28:58
100,76,2017-10-01 18:11:02
923,812,2010-04-24 11:50:24
792,753,2014-06-05 20:51:06
780,969,2011-08-09 13:09:15
857,851,2016-05-18 19:23:13
649,110,2011-08-22 04:57:51
621,65,2012-04-12 09:10:17
235,345,2016-05-13 15:19:43
368,485,2010-02-19 22:15:37
499,16,2013-04-14 09:32:11
437,940,2017-01-04 11:03:15
642,932,2015-05-09 00:28:35
870,672,2010-05-21 00:19:22
660,855,2012-03-17 08:53:04
226,752,2012-11-03 21:20:59
455,147,2014-07-27 20:20:56
530,354,2011-06-20 00:18:23
98,833,2014-07-05 16:50:09
299,653,2011-05-11 13:16:25
690,382,2016-08-17 12:22:46
395,336,2014-11-12 23:27:34
759,265,2017-10-13 08:44:55
41,497,2012-11-02 22:21:08
827,470,2010-11-14 02:07:53
584,718,2011-11-25 03:28:07
116,423,2011-07-22 10:19:19
159,555,2013-11-12 20:00:17
217,263,2014-05-01 11:58:27
53,40,2010-05-07 21:51:31
43,180,2015-02-06 15:37:05
855,825,2013-06-22 19:48:32
149,50,2017-10-02 05:38:56
848,557,2014-04-01 23:18:45
664,275,2011-07-15 00:37:17
508,766,2016-11-07 06:17:03
946,463,2016-06-22 11:29:01
7,368,2017-10-12 04:18:22
618,151,2013-07-09 05:08:17
847,724,2011-07-06 17:11:49
227,276,2014-10-05 12:31:29
64,248,2013-12-09 18:13:36
475,91,2015-03-03 02:50:15
34,213,2015-06-17 08:10:55
753,303,2011-03-29 12:30:40
572,668,2016-09-19 05:59:01
629,193,2013-03-18 09:00:25
94,180,2011-06-11 09:34:35
248,819,2017-08-23 12:34:39
930,397,2017-03-18 00:08:26
176,615,2017-02-09 21:06:54
764,263,2015-10-02 15:33:30
152,888,2014-01-25 14:08:40
117,976,2015-10-28 20:05:39
46,258,2015-08-03 00:39:16
148,633,2015-06-15 09:31:50
183,195,2012-05-16 12:07:23
400,576,2017-07-27 01:54:20
342,72,2015-05-21 17:28:10
575,19,2014-05-15 22:12:46
414,113,2011-09-21 18:50:20
960,971,2016-09-03 02:24:19
391,752,2014-12-31 03:40:52
647,487,2010-07-11 14:23:49
748,580,2010-06-21 16:52:15
388,521,2017-01-21 20:10:25
125,647,2014-04-04 11:06:11
188,138,2014-08-02 08:37:53
114,551,2015-05-02 15:39:21
334,116,2010-06-06 04:28:44
985,444,2011-01-12 04:53:01
348,307,2014-07-26 20:56:31
239,693,2013-09-13 16:20:35
934,315,2016-07-08 10:52:40
988,325,2017-09-25 19:15:55
74,873,2013-07-26 21:05:40
196,954,2016-12-21 02:05:46
941,539,2015-11-17 23:36:10
636,778,2013-06-13 22:28:05
163,609,2012-09-18 04:09:18
810,585,2012-09-30 13:19:03
991,0,2014-04-01 05:18:31
823,641,2010-06-26 18:36:18
701,179,2016-05-04 06:10:51
326,932,2010-04-24 22:41:56
412,920,2015-11-15 16:14:06
970,224,2013-04-19 08:43:58
889,185,2013-09-08 12:37:50
392,109,2015-06-18 00:07:53
888,118,2011-09-03 13:46:25
786,575,2010-08-10 04:25:04
765,729,2013-04-06 20:13:22
811,184,2012-06-02 11:01:41
355,839,2012-11-17 00:45:36
960,786,2012-10-02 07:56:12
397,982,2013-08-25 21:01:34
365,410,2012-10-14 06:09:13
647,966,2016-05-12 20:21:30
640,88,2011-05-10 14:22:43
750,498,2011-08-25 11:50:35
107,178,2013-03-30 20:39:22
280,269,2013-09-03 13:31:54
622,911,2015-05-02 09:48:31
598,109,2015-01-06 13:04:41
596,906,2014-05-05 13:12:46
938,594,2017-06-11 02:04:04
90,589,2015-02-03 08:22:07
933,892,2017-12-21 21:50:34
509,2,2011-05-28 01:16:42
305,426,2017-12-06 07:08:15
478,492,2012-08-22 18:18:22
464,748,2017-06-28 12:51:44
197,467,2012-10-28 18:20:20
374,207,2017-02-13 14:29:33
203,893,2016-07-28 13:04:35
230,972,2016-02-04 19:05:50
356,344,2017-11-11 06:01:45
556,606,2012-04-16 10:45:19
246,1,2011-04-26 16:41:25
726,730,2013-05-04 03:29:24
195,382,2010-04-02 02:08:47
864,1,2015-05-08 19:54:18
596,355,2010-01-15 15:02:45
836,950,2010-07-13 06:13:57
943,261,2012-08-18 11:22:07
232,499,2013-11-16 15:38:50
220,147,2017-08-25 21:07:31
67,46,2015-06-29 21:47:36
131,113,2017-06-08 21:12:57
188,312,2016-11-15 04:03:03
864,937,2016-01-26 22:40:13
990,702,2011-04-26 07:26:07
23,346,2011-05-27 06:05:45
122,39,2012-05-14 23:26:30
329,210,2012-11-01 14:36:53
819,329,2016-01-15 07:00:45
35,557,2017-07-19 12:42:38
123,940,2016-12-21 13:59:29
402,796,2015-07-13 02:10:09
585,218,2016-12-25 04:27:00
50,336,2011-01-02 20:20:05
404,577,2014-12-15 01:20:55
620,14,2011-04-05 14:59:26
994,398,2015-03-22 04:05:25
464,199,2016-05-25 23:20:05
852,144,2017-11-13 09:19:08
335,753,2017-05-13 13:43:58
396,332,2016-12-04 15:38:03
934,628,2015-10-30 02:53:12
545,315,2016-06-27 13:27:21
467,217,2013-08-30 08:46:13
201,532,2014-03-29 20:50:31
221,2,2011-12-11 17:19:41
774,301,2012-03-01 23:01:33
812,95,2010-07-06 02:50:14
579,136,2014-11-22 22:15:24
191,551,2015-04-05 17:32:23
62,76,2015-10-03 13:58:01
892,153,2010-07-26 12:46:01
795,571,2015-02-19 18:17:16
615,783,2017-11-05 19:31:51
87,573,2010-01-17 11:12:21
601,452,2013-02-12 17:28:30
324,865,2017-09-21 17:37:44
557,586,2016-01-13 10:23:00
382,379,2014-07-11 16:49:47
414,453,2013-10-20 10:18:10
634,2,2016-04-18 13:25:00
413,784,2014-08-22 21:50:55
961,265,2010-03-08 10:40:32
575,6,2011-02-05 12:49:40
516,990,2013-08-05 00:28:30
215,217,2013-01-19 11:41:49
113,264,2016-11-11 12:05:34
171,696,2013-06-24 13:26:57
437,641,2010-01-14 08:28:02
943,145,2016-09-21 18:26:55
103,97,2016-05-21 12:08:21
731,799,2017-08-25 02:20:35
333,385,2011-12-11 12:21:20
510,83,2012-04-28 19:50:51
12,274,2015-02-12 04:47:02
850,212,2014-04-20 04:26:54
275,726,2010-01-28 01:21:11
78,913,2014-06-02 10:21:18
238,463,2015-04-15 08:41:34
344,590,2014-04-08 00:28:51
123,823,2015-10-21 06:37:19
297,802,2017-10-26 00:27:32
963,395,2014-09-11 19:19:48
103,546,2012-11-04 01:09:02
881,99,2011-02-18 17:06:46
56,332,2012-08-23 15:50:02
903,813,2017-05-11 16:23:05
295,10,2013-07-06 09:35:53
916,83,2015-06-02 06:14:56
228,858,2014-01-25 01:47:47
597,774,2012-05-11 04:12:20
445,238,2017-05-21 11:14:40
658,525,2016-08-05 11:14:44
350,788,2016-08-22 16:12:32
884,15,2013-07-21 18:41:40
624,95,2010-07-15 11:06:46
608,157,2012-08-10 16:22:36
136,122,2013-05-22 00:39:47
898,9,2014-06-08 13:21:07
269,903,2010-07-14 00:39:17
947,897,2010-06-21 21:04:28
595,550,2010-10-15 01:14:14
255,382,2015-08-09 06:46:39
284,486,2010-03-16 02:27:18
247,297,2010-07-24 03:38:09
976,792,2011-12-26 21:20:04
946,469,2016-05-14 23:19:58
689,813,2013-05-03 06:05:53
442,721,2012-02-24 04:41:42
607,41,2016-11-27 04:39:25
738,23,2014-01-18 09:30:59
951,711,2017-11-26 23:38:32
42,972,2012-07-02 21:36:06
862,458,2012-01-17 02:00:47
81,968,2010-11-22 06:37:13
456,979,2016-02-10 02:57:31
742,580,2017-03-30 06:01:29
629,482,2013-06-15 10:08:45
943,702,2014-11-23 12:17:58
955,52,2011-12-26 22:57:01
160,491,2012-12-03 16:30:11
75,24,2015-02-08 00:51:20
729,762,2012-10-16 12:25:25
97,376,2013-02-11 20:42:51
99,607,2012-03-01 11:36:33
441,381,2015-07-21 22:50:53
923,654,2011-03-25 17:27:19
254,363,2017-01-16 07:29:21
893,728,2014-01-14 02:21:16
442,83,2010-07-28 03:00:58
726,745,2011-11-01 23:20:13
399,96,2010-01-14 22:45:14
808,603,2012-03-21 04:34:17
506,400,2011-06-20 04:47:23
618,390,2013-02-12 23:46:39
796,827,2016-11-11 12:51:48
565,66,2012-12-19 23:15:24
772,841,2015-08-16 13:28:28
638,848,2013-04-19 08:40:29
618,348,2017-07-16 19:55:23
819,704,2017-09-09 16:02:19
115,395,2012-12-11 02:30:55
389,452,2016-03-28 06:54:53
25,525,2017-06-14 03:24:38
922,789,2015-12-28 01:54:51
994,978,2012-01-16 10:04:25
172,294,2013-06-09 22:22:17
95,597,2010-12-30 14:51:12
899,988,2017-05-08 04:25:46
137,262,2017-10-02 17:11:35
555,991,2015-05-07 17:26:23
611,217,2013-09-12 00:28:45
449,373,2012-03-21 04:05:35
462,86,2012-11-21 14:43:02
198,119,2016-02-05 14:21:57
661,593,2015-06-05 07:18:56
983,695,2015-03-16 23:04:39
256,649,2016-11-19 05:37:13
196,642,2016-05-29 09:07:37
848,902,2014-01-13 08:29:09
811,931,2012-05-04 04:24:19
746,163,2015-07-27 05:42:13
813,446,2015-09-02 17:32:54
951,540,2013-09-24 17:47:07
289,785,2015-12-04 05:17:02
603,668,2010-09-26 04:32:16
775,35,2014-11-13 02:38:39
755,653,2012-08-06 12:16:58
605,843,2010-12-11 19:40:53
977,282,2011-08-31 19:47:46
251,293,2011-08-07 00:55:42
762,928,2013-01-21 02:19:23
259,48,2010-06-06 08:45:59
196,997,2016-07-09 21:32:11
901,413,2010-10-23 11:34:14
374,116,2015-12-10 01:23:46
117,842,2017-07-30 00:06:14
189,78,2017-01-04 18:39:33
18,116,2015-06-02 02:00:56
340,753,2011-05-06 08:24:43
371,408,2014-10-06 12:08:49
584,985,2016-04-06 02:25:24
499,599,2014-04-19 10:56:11
537,347,2013-05-01 15:57:19
411,225,2013-05-01 19:40:02
963,185,2013-10-22 23:04:31
387,115,2010-12-02 21:17:00
155,948,2011-05-09 09:42:00
535,889,2014-03-12 00:41:22
279,56,2010-11-20 09:01:58
489,646,2011-11-29 07:35:58
384,473,2015-01-22 16:42:30
375,716,2016-05-27 02:29:01
191,836,2016-07-02 04:31:26
46,654,2014-09-03 08:47:55
807,65,2010-03-22 04:28:42
375,853,2016-06-01 08:25:46
408,972,2013-07-28 06:00:00
798,204,2010-07-15 17:58:08
560,777,2012-12-16 20:37:24
67,698,2017-02-14 02:25:53
846,896,2015-08-23 23:21:59
905,423,2010-10-02 20:26:32
647,887,2011-09-24 17:11:02
106,708,2016-04-07 16:46:10
573,464,2014-08-25 00:32:33
60,247,2017-03-22 17:57:14
533,52,2014-07-06 14:59:02
909,354,2017-07-31 11:17:19
504,171,2015-10-25 21:48:34
779,444,2014-10-05 04:06:18
411,549,2012-03-31 13:57:26
910,91,2016-04-24 12:07:09
231,610,2012-05-19 23:26:34
720,914,2011-06-05 23:07:26
334,918,2015-11-14 12:42:46
433,328,2015-03-24 08:11:18
776,284,2011-02-14 00:48:48
354,818,2012-03-22 10:20:57
398,963,2011-05-22 18:05:19
500,412,2010-06-07 05:37:13
152,483,2017-11-24 18:42:33
554,69,2014-12-22 09:59:09
344,940,2015-08-28 07:30:19
867,167,2015-05-08 11:12:09
250,917,2016-02-10 21:43:18
235,102,2016-05-24 19:35:24
126,442,2017-05-31 11:55:40
290,608,2011-09-23 19:51:43
203,436,2012-09-22 23:00:50
511,549,2011-06-09 03:45:36
111,998,2010-04-22 01:33:23
19,67,2016-06-05 14:08:54
976,891,2010-02-18 07:31:14
707,184,2015-05-06 07:21:34
981,63,2016-12-10 22:28:21
58,205,2010-03-10 19:30:37
36,811,2010-12-12 10:23:02
582,362,2015-05-11 13:52:53
768,10,2011-05-09 21:57:48
622,631,2011-04-21 06:03:10
982,46,2010-04-10 14:28:04
706,714,2016-12-07 15:20:51
211,136,2010-10-04 01:43:46
156,976,2015-01-28 10:05:46
290,257,2012-09-03 18:25:46
369,214,2017-11-17 23:16:48
675,218,2012-08-18 06:38:24
606,366,2012-08-18 14:09:35
179,187,2011-11-16 21:22:23
298,279,2015-09-14 16:41:45
60,112,2015-10-16 21:30:56
84,991,2016-04-18 08:50:47
826,350,2014-10-23 12:11:04
209,192,2010-10-18 02:03:51
634,998,2013-12-15 04:33:27
266,654,2012-12-23 06:30:04
800,447,2011-05-11 05:03:45
335,714,2014-12-15 05:56:05
907,536,2015-12-25 10:07:19
197,731,2014-04-19 02:48:12
394,664,2012-04-12 05:07:34
763,913,2011-04-18 11:31:14
217,219,2012-12-09 06:35:19
159,599,2014-05-25 09:33:38
